ID,cc_cons,account_type,gender,age,Income,Emp_Tenure_Years,Tenure_with_Bank,NetBanking_Flag,card_lim,emi_active,investment,cc_cons_old,dc_cons,cc_count,dc_count,debit_amount,credit_amount,max_credit_amount,debit_count,credit_count
8129,80.0,1,1,49,1.0,2.9000000000000004,4,1,136000,1694.71,206491.4,4959.946666666667,8458.52,55.333333333333336,26.666666666666668,31048.013333333336,65129.166666666664,93977.68666666666,27.0,21.0
6042,13135.0,0,1,33,1.0,6.5,6,1,581000,2161.21,7451823.84012,31321.92,6295.0,72.0,31.0,415629.25,143993.13666666666,31900.0,38.333333333333336,17.333333333333332
11677,17076.0,0,1,29,1.0,2.7,5,1,44000,6003.5,1017495.32,9049.166666666666,18152.446666666667,11.0,34.666666666666664,49294.00666666666,58142.666666666664,22784.0,31.0,3.0
3259,98963.0,0,0,31,0.0,3.3000000000000003,3,1,564000,8528.42,4114606.9,20113.166666666668,1049.5,36.333333333333336,32.666666666666664,108200.07,94566.66666666667,58485.0,42.333333333333336,9.0
1584,165997.0,1,1,32,1.0,7.2,9,1,17000,4430.1,176453.28,14906.4,5148.6033333333335,178.66666666666666,22.0,65661.17333333332,42669.30333333334,705063.6666666666,42.333333333333336,28.0
2909,6730.0,0,0,69,0.0,24.5,4,1,371000,492.11,1090771.5,11811.5,2750.3699999999994,38.666666666666664,3.6666666666666665,51127.36666666667,34636.333333333336,26847.0,34.666666666666664,4.0
1638,14559.0,0,1,66,1.0,9.2,8,0,75000,9953.25,4478670.8,2020.6066666666666,6740.0,29.0,16.333333333333332,38319.72666666666,44014.92333333333,68982.33333333333,50.666666666666664,8.666666666666666
3079,7279.0,1,1,33,1.0,13.0,8,1,402000,4536.83,218625.0,12462.956666666667,3346.0466666666666,61.333333333333336,30.666666666666668,111280.45666666667,82646.75,40338.666666666664,25.0,16.666666666666668
19990,7771.0,0,1,66,1.0,36.8,5,1,59000,1998.63,3361903.3959999997,7936.07,9543.223333333333,33.333333333333336,2.0,23896.11666666667,33435.176666666666,21216.096666666668,51.666666666666664,7.0
582,4161.0,0,1,33,1.0,5.2,5,1,75000,7013.96,77855.0,8659.49,10121.433333333332,70.0,12.333333333333334,172650.97333333333,55530.5,33109.073333333334,18.666666666666668,24.0
11396,14310.0,0,1,32,0.0,12.0,1,1,199999,20118.7,184449.0,11224.401666666667,14201.116666666667,40.0,24.666666666666668,225284.29333333333,69445.45333333332,25012.333333333332,52.333333333333336,2.6666666666666665
15030,28694.0,0,1,28,1.0,1.6,9,1,35800,2884.16,226575.63012000002,4715.241666666667,10253.550000000001,32.666666666666664,31.333333333333332,33342.94333333333,72580.02333333333,76600.33333333333,31.0,5.0
16342,205661.0,1,1,32,1.0,10.8,5,0,267000,2605.91,316494.33,8328.063333333334,2663.3333333333335,61.333333333333336,8.0,34052.299999999996,97379.94333333334,34961.77,99.0,6.0
11264,320483.0,1,0,38,0.0,16.2,7,1,390000,334.74,96849.0,12933.65,4043.183333333333,180.66666666666666,39.333333333333336,39591.166666666664,35938.333333333336,94620.0,45.666666666666664,13.666666666666666
7103,621.0,0,0,47,1.0,8.1,7,1,326000,19971.71,401678.75,15952.456666666667,4803.333333333333,58.666666666666664,5.333333333333333,63684.61666666667,61899.443333333336,57298.71,11.333333333333334,25.666666666666668
5600,3076.0,0,1,34,1.0,8.4,9,0,581000,23807.13,177152.4,7206.91,2994.3333333333335,9.666666666666666,37.0,39815.64,56170.5,29137.333333333332,31.0,7.333333333333333
8871,19221.0,1,1,47,1.0,13.5,3,1,358000,4651.09,302453.12,16139.613333333333,11485.85,11.333333333333334,32.0,38489.12333333333,70635.33666666667,20447.97,28.333333333333332,15.333333333333334
16898,4943.0,0,1,34,1.0,12.6,1,1,379000,2285.92,8441189.0,4956.936666666667,12913.166666666666,5.0,6.333333333333333,42917.08,230430.09,59493.333333333336,45.0,4.0
14003,17595.0,1,1,33,1.0,11.7,3,1,453000,58.68,294841.65,8825.045,4414.666666666667,9.0,19.333333333333332,157741.27333333335,56063.666666666664,101453.0,60.666666666666664,6.666666666666667
2403,12317.0,0,0,28,0.0,5.6000000000000005,8,1,198000,4768.81,303820.95999999996,29840.36333333333,8119.0,40.666666666666664,21.666666666666668,91814.48999999999,96814.79333333333,33507.13333333333,38.666666666666664,7.666666666666667
12375,14956.0,0,1,38,1.0,12.6,3,0,400000,1923.52,125727.36005999999,7724.903333333333,23443.64333333333,63.666666666666664,17.0,58423.14333333333,28396.333333333332,27024.706666666665,19.0,18.666666666666668
12821,178734.0,0,1,27,1.0,2.8000000000000003,1,0,402000,261.01,98903.84977,34296.503333333334,5396.506666666667,7.0,31.0,30251.900000000005,70108.30666666666,21881.476666666666,70.33333333333333,4.0
3192,13638.0,0,1,35,1.0,7.5,9,0,34000,8980.45,220524.11,7909.968333333333,3435.16,67.0,16.333333333333332,128645.76333333332,64144.86000000001,47076.333333333336,48.666666666666664,1.6666666666666667
17782,15239.0,0,1,40,1.0,18.0,1,0,481000,11685.9,977711.7,11890.556666666665,1643.0,53.0,38.0,47170.29,78155.66666666667,20034.333333333332,30.666666666666668,17.0
1336,8797.0,0,1,37,1.0,8.5,2,1,98000,5251.76,445848.02,13892.36,6239.59,37.333333333333336,11.333333333333334,34765.223333333335,85765.0,48169.666666666664,73.0,19.0
7533,13363.0,0,1,37,1.0,15.3,3,1,579000,403.81,302201.6,8795.408333333333,4737.25,7.333333333333333,43.333333333333336,38265.57,54710.333333333336,28786.0,53.666666666666664,11.333333333333334
9282,18383.0,1,1,53,0.0,23.1,6,1,127500,3784.02,79033.04999999999,76470.52166666667,3119.146666666667,47.666666666666664,16.666666666666668,34659.666666666664,93119.59333333332,129810.44333333334,99.0,2.0
17485,508.0,0,1,53,1.0,29.700000000000003,9,0,26000,5476.02,135900.0,9255.998333333335,5285.746666666667,6.333333333333333,18.0,64378.119999999995,16651.89,66522.0,40.666666666666664,4.333333333333333
13471,322012.0,0,1,53,0.0,26.4,4,1,533000,8004.35,190552.46000000002,14629.441666666666,2400.8866666666668,32.333333333333336,53.666666666666664,81121.02666666666,149660.26333333334,62778.333333333336,61.666666666666664,5.666666666666667
16144,337631.0,0,1,49,1.0,17.400000000000002,7,1,302000,43.07,82354.95000000001,4151.605,5862.973333333334,13.0,23.666666666666668,95680.43000000001,27946.350000000002,73837.66666666667,12.0,3.0
12968,8571.0,0,1,55,1.0,14.0,7,1,381000,1662.97,140726.65,6868.66,6297.72,40.0,24.666666666666668,102461.44666666666,29898.63,37381.0,42.666666666666664,7.666666666666667
13835,391355.0,0,1,44,0.0,12.0,2,1,67000,3206.16,227042.82007,3138.0599999999995,3958.8266666666664,14.0,47.666666666666664,85259.27666666666,72143.33333333333,16995.72,76.66666666666667,16.333333333333332
6174,313106.0,0,0,60,0.0,40.0,2,1,410000,18029.33,738317.19,35942.23666666667,4938.333333333333,23.0,38.333333333333336,139785.51333333334,48324.333333333336,42864.666666666664,52.333333333333336,17.333333333333332
12686,136251.0,0,1,62,0.0,12.6,5,1,595000,9555.63,440190.41,10618.676666666666,4748.0199999999995,30.333333333333332,7.0,9823.22,19044.333333333332,60637.333333333336,16.666666666666668,2.0
583,38.0,0,0,53,1.0,26.4,8,0,406000,468.69,63576.0,5869.206666666666,5089.49,29.0,33.333333333333336,25484.603333333333,93694.26333333335,99028.66666666667,13.333333333333334,13.666666666666666
13458,326187.0,0,1,47,1.0,5.4,3,1,272000,50883.43,47155.4,12735.805,3807.7666666666664,7.0,8.666666666666666,54355.72,17741.666666666668,23868.666666666668,29.0,18.0
8875,18593.0,0,1,44,1.0,24.0,5,1,373000,57243.38,539174.55,15456.423333333334,13614.863333333333,40.666666666666664,11.666666666666666,36896.130000000005,77448.91666666667,61053.0,90.0,4.0
13417,6018.0,0,1,66,0.0,9.2,3,0,350000,830.71,1597244.0,5876.611666666667,58806.06666666667,46.0,22.333333333333332,97902.09000000001,71053.0,66676.33333333333,25.333333333333332,2.0
15679,17230.0,0,1,53,1.0,19.8,9,1,267000,5755.95,771168.45,9654.033333333335,3692.0266666666666,38.0,31.333333333333332,21320.75,31685.476666666666,64859.0,13.0,11.0
16111,19980.0,0,1,33,1.0,3.9,1,1,518000,212.53,233119.75,18107.233333333334,3281.9833333333336,28.666666666666668,12.0,85435.56333333334,33097.166666666664,52567.666666666664,86.33333333333333,20.666666666666668
5820,10403.0,0,1,44,2.0,2.4000000000000004,5,1,371000,6478.98,2079190.0,14840.715000000002,11831.57,28.0,4.666666666666667,45945.66,44368.60333333333,33349.333333333336,25.666666666666668,2.6666666666666665
18688,15815.0,0,1,42,1.0,11.0,1,1,507000,1977.2,259237.37,5238.93,4553.7699999999995,44.666666666666664,38.666666666666664,40326.82666666667,79418.60666666667,41561.0,41.0,4.0
2728,40223.0,0,1,33,1.0,6.5,8,0,136000,13723.45,504534.2,14534.39,2644.9966666666664,12.333333333333334,32.666666666666664,22117.52,69658.72,39841.0,19.666666666666668,15.333333333333334
10372,27930.0,0,1,34,0.0,2.8000000000000003,9,1,75000,2183.1,276184.38,1400.4333333333334,1103.3333333333333,58.666666666666664,10.666666666666666,20876.3,42018.85666666667,27909.0,13.666666666666666,5.333333333333333
1929,9796.0,0,1,44,1.0,16.8,1,0,47000,419.51,183515.79,69057.11,2316.65,11.333333333333334,15.333333333333334,82897.69,42123.013333333336,116013.0,38.333333333333336,41.0
8146,9437.0,0,1,40,1.0,2.0,4,1,184000,1500.22,141901.6,8708.136666666667,22780.653333333332,14.333333333333334,24.666666666666668,70326.81,81837.91,98003.66666666667,43.666666666666664,3.6666666666666665
15114,16955.0,1,1,47,1.0,21.6,4,1,350000,868.21,702143.8,14041.580000000002,3851.9366666666665,226.66666666666666,41.333333333333336,23535.683333333334,41343.013333333336,69644.33333333333,62.0,3.3333333333333335
16874,19009.0,0,1,67,0.0,23.5,8,1,100000,2670.0,206523.4,19174.413333333334,2826.3366666666666,18.0,29.333333333333332,143496.64333333334,79883.0,77312.33333333333,40.0,39.333333333333336
8644,15401.0,0,1,33,2.0,11.7,5,1,379000,40438.02,774881.0299999999,7181.736666666667,8272.51,28.0,12.666666666666666,86446.73333333332,70859.13666666667,51256.166666666664,56.333333333333336,43.0
14576,7586.0,0,1,30,1.0,9.0,7,1,306000,997.8,16405990.74,9899.006666666666,9175.173333333334,47.333333333333336,48.0,49483.0,27087.996666666662,106546.76333333332,59.333333333333336,4.0
17402,12237.0,0,1,38,1.0,18.0,6,0,298000,5175.29,230161.6,10249.003333333334,3826.883333333333,31.666666666666668,24.666666666666668,2210100.6266666665,64800.5,50346.0,66.66666666666667,10.666666666666666
19577,238271.0,0,1,55,0.0,35.0,8,0,48000,2076.25,4634015.901,11927.813333333334,3907.0066666666667,17.0,1.3333333333333333,16438.833333333332,42328.666666666664,17544.666666666668,36.0,4.0
9865,16444.0,0,1,47,1.0,16.2,9,1,87000,14653.27,302975.9,13319.331666666667,1359.5033333333333,28.0,30.0,209373.32666666666,141050.33333333334,84221.66666666667,48.666666666666664,22.333333333333332
14846,19171.0,0,1,46,0.0,5.2,5,1,519000,250.62,703103.4,12507.393333333333,24701.74,10.333333333333334,8.666666666666666,56515.65666666667,46654.666666666664,51396.666666666664,7.333333333333333,2.0
11063,13004.0,1,1,62,1.0,8.4,6,1,395000,3696.16,714649.1,47004.83833333334,3467.2333333333336,22.333333333333332,36.0,25346.916666666668,131211.6133333333,25838.313333333335,25.333333333333332,6.666666666666667
6572,19027.0,0,1,36,1.0,6.4,9,0,0,9887.32,89293.00006,3576.476666666667,3392.3333333333335,19.666666666666668,35.333333333333336,199997.25,77114.05666666666,32492.0,28.666666666666668,12.333333333333334
19880,2560.0,1,1,32,1.0,3.6,10,1,523000,2263537.26,495781.55,8601.04,2200.7066666666665,25.333333333333332,17.333333333333332,55458.206666666665,53336.0,85740.0,23.333333333333332,11.0
17051,13434.0,0,1,30,1.0,7.0,5,1,358000,3448.84,443005.2,3035.31,4228.946666666667,10.333333333333334,32.0,38479.5,39339.79,48814.0,76.33333333333333,13.0
11491,449.0,0,1,37,0.0,10.2,8,1,114000,3812.69,6422304.0,29625.846666666665,5197.143333333333,21.666666666666668,7.333333333333333,53808.33333333332,31136.666666666668,23696.333333333332,31.0,13.0
7433,11968.0,0,1,33,1.0,3.9,3,1,360000,9432.9,209702.6,17809.55,5713.829999999999,44.0,36.0,40384.70333333333,30454.666666666668,23906.666666666668,23.666666666666668,40.0
14606,32029.0,0,1,63,0.0,25.8,6,0,155000,144.61,460017.0,19525.163333333334,4833.386666666666,10.0,31.333333333333332,89745.21,43618.263333333336,96506.33333333333,26.666666666666668,24.0
8381,16394.0,1,1,33,1.0,6.5,7,0,362000,1887.89,26416.73,11974.15,1745.8333333333333,29.666666666666668,30.666666666666668,66653.82333333333,329982.0,18873.666666666668,25.0,13.0
18278,2660.0,0,1,58,2.0,15.2,5,1,406000,9758.48,1664711.64,21757.7,4483.093333333333,4.0,31.666666666666668,133396.72,102009.38666666666,32447.47,33.666666666666664,12.333333333333334
14847,16157.0,1,1,34,1.0,2.8000000000000003,8,1,326250,9851.62,296894.15,11044.42,22925.72333333333,40.0,32.333333333333336,51422.49,38035.74333333333,25212.333333333332,56.666666666666664,3.6666666666666665
15315,214314.0,0,1,47,0.0,27.0,9,1,35000,4004.23,21045.85,44144.61000000001,6808.536666666667,25.333333333333332,1.3333333333333333,64351.71666666667,81205.63333333333,64368.666666666664,24.666666666666668,19.0
16912,12335.0,0,1,47,1.0,21.6,10,1,49999,3865.87,500144.46,7324.753333333334,12024.0,51.333333333333336,38.666666666666664,24438.483333333334,159288.66666666666,90576.0,32.666666666666664,4.333333333333333
1313,332701.0,0,1,29,0.0,2.7,4,1,411000,1713.03,313353.85,20839.436666666665,6202.31,35.0,53.0,55780.56,23944.39333333333,94511.27999999998,36.333333333333336,6.0
10076,11635.0,0,1,34,1.0,11.2,9,1,421000,8101.76,15798.08,4920.88,7454.703333333332,36.333333333333336,3.0,82105.81,32257.333333333332,34914.97,31.666666666666668,24.0
1613,317146.0,0,1,33,0.0,3.9,4,1,124000,10923.95,161903.25,40372.886666666665,6264.906666666667,69.0,20.666666666666668,171720.25,847882.5766666667,35984.333333333336,22.0,15.0
915,209357.0,0,0,44,1.0,2.4000000000000004,7,1,191000,2874.82,172791.0,4441.996666666667,4168.373333333334,17.0,58.333333333333336,53177.81666666667,94738.33333333333,29935.333333333332,43.666666666666664,38.333333333333336
2191,9883.0,0,1,36,1.0,11.2,4,1,350000,43935.34,319359.76,5348.343333333333,6071.096666666667,50.666666666666664,15.666666666666666,74808.33666666667,14440.833333333334,21205.666666666668,61.0,20.0
1857,14489.0,0,1,32,1.0,10.8,3,1,270000,17350.88,393665.37,27229.033333333336,3282.3000000000006,70.33333333333333,3.3333333333333335,98102.72666666667,74747.16666666667,8212.873333333333,49.0,3.3333333333333335
2175,4825.0,0,1,27,0.0,0.7000000000000001,8,0,371000,991.53,51880.25,29569.283333333336,2280.5733333333333,41.0,16.0,118474.21999999999,49397.89666666667,35291.0,31.0,8.333333333333334
4633,180768.0,0,1,28,1.0,5.6000000000000005,3,1,226000,590.02,239088.75,28931.819999999996,1629.4733333333334,32.666666666666664,6.0,57896.25,30360.286666666667,86601.98333333334,60.333333333333336,4.333333333333333
10264,16839.0,1,1,53,0.0,33.0,9,0,58000,31.54,829733.4,11217.301666666666,5568.0,62.0,26.333333333333332,68384.06,99501.75,15979.0,14.333333333333334,8.333333333333334
6292,81803.0,0,1,46,1.0,26.0,4,0,150000,4367.25,215286.0,9245.505,8153.333333333333,10.0,25.666666666666668,24228.710000000003,33660.0,26482.460000000003,43.666666666666664,3.6666666666666665
18637,14554.0,0,1,30,0.0,10.0,9,1,192000,448.65,4700164.901,28185.72333333333,2302.0033333333336,16.666666666666668,17.666666666666668,110894.37333333334,59586.333333333336,78537.0,11.666666666666666,2.3333333333333335
14800,15583.0,0,1,62,1.0,16.8,10,1,48000,312.6,175422.55000000002,6427.2266666666665,2728.8033333333333,40.666666666666664,8.666666666666666,131543.80333333334,46928.88333333333,47046.0,56.0,4.333333333333333
3899,12795.0,0,1,37,1.0,6.800000000000001,2,1,276000,319598.66,9556176.0,13257.266666666668,4764.0633333333335,11.333333333333334,39.666666666666664,16293.17,67065.02,41936.0,16.0,5.333333333333333
14064,31329.0,0,1,40,1.0,2.0,3,1,483000,918.15,93377.02,11062.096666666666,13190.766666666668,24.333333333333332,25.333333333333332,44260.18666666667,230397.0,30835.0,37.333333333333336,8.0
19905,304876.0,0,0,30,1.0,1.0,2,1,199999,33874.7,244565.18,14330.466666666667,6220.333333333333,39.333333333333336,7.666666666666667,21502.643333333333,25069.460000000003,50727.333333333336,12.333333333333334,3.3333333333333335
15144,9166.0,1,0,44,1.0,9.6,6,0,84000,4103.0,294125.66,25685.876666666667,1280.93,41.666666666666664,10.0,106538.82,54206.99333333334,29821.0,54.666666666666664,3.0
13492,1025.0,0,1,46,1.0,10.4,7,1,395000,6121.8,221025.0,3905.4499999999994,2098.0766666666664,48.0,2.0,89321.60333333333,38945.333333333336,36684.333333333336,24.666666666666668,14.333333333333334
13398,179330.0,0,1,35,2.0,3.0,9,0,52000,7793.26,100939.5,11497.333333333334,11443.243333333332,18.0,57.333333333333336,290127.01333333337,372210.1366666667,91297.55666666666,87.33333333333333,24.333333333333332
16106,7572.0,0,1,42,0.0,22.0,6,0,49999,16084.47,1191842.5,12479.62,8288.613333333333,32.0,16.0,33172.71666666667,46733.25,20135.233333333334,56.666666666666664,16.666666666666668
11605,406.0,0,1,55,0.0,28.0,1,0,575000,8042.22,243483.0,13850.618333333332,1814.3166666666666,30.0,31.0,116813.02333333333,182461.7666666667,127341.33333333333,84.33333333333333,3.0
5099,6861.0,0,0,42,0.0,17.6,8,1,293000,749.68,72001.0,4683.901666666667,10402.699999999999,29.666666666666668,16.333333333333332,46039.91333333333,131689.33333333334,20078.649999999998,47.0,14.666666666666666
16206,14673.0,0,1,60,1.0,4.0,4,1,225000,23372.4,1076229.47,6956.389999999999,1780.1633333333332,14.0,18.0,110789.62666666666,36836.083333333336,46321.333333333336,8.333333333333334,4.333333333333333
13746,165283.0,0,1,66,0.0,13.8,10,0,336000,18649.33,88866.0,14063.616666666667,1140.3833333333334,221.0,7.0,31081.48,39247.083333333336,43959.0,33.666666666666664,17.333333333333332
19640,6495.0,0,1,32,1.0,12.0,4,1,480000,5642.53,562489.76012,3311.3799999999997,6869.886666666666,18.0,35.0,263551.25333333336,140199.76333333334,31744.333333333332,36.666666666666664,2.3333333333333335
7922,1502.0,0,1,27,1.0,2.1,8,1,480000,13908.12,760623.74,3025.093333333333,1502.3333333333333,54.0,23.333333333333332,56256.40666666667,194875.34333333335,24510.333333333332,10.333333333333334,28.333333333333332
8818,19619.0,0,1,42,1.0,13.2,6,1,199000,30340.33,1686494.0,18182.399999999998,5885.166666666667,40.0,9.666666666666666,70223.63666666667,85433.33333333333,51201.333333333336,18.0,4.0
16159,12278.0,0,1,27,1.0,3.5,7,1,49999,4210.65,1487164.2,15498.529999999999,6152.136666666666,246.33333333333334,18.0,57706.86000000001,55793.920000000006,38317.333333333336,51.333333333333336,13.666666666666666
11056,343513.0,0,0,66,0.0,4.6000000000000005,6,1,170000,177.27,651500.35,52007.06333333333,17301.64,21.0,6.333333333333333,109612.26000000001,63339.333333333336,27760.666666666668,21.0,18.0
17313,14474.0,0,1,33,1.0,1.3,5,0,218000,4625.45,235753.0,3832.0499999999997,7509.78,26.0,17.0,32803.23333333333,64253.333333333336,25416.666666666668,51.0,17.333333333333332
16628,4083.0,0,0,42,0.0,6.6000000000000005,5,0,100000,1786.49,1998977.2999999998,11409.243333333332,7242.806666666667,7.666666666666667,11.0,61187.82,50675.666666666664,70558.33333333333,39.666666666666664,14.333333333333334
14129,13757.0,0,1,60,0.0,40.0,3,1,327000,34670.03,92167.87,27913.59,4781.683333333333,29.0,5.666666666666667,34928.37333333333,56479.03,41151.0,31.666666666666668,11.333333333333334
9863,7614.0,0,1,60,1.0,8.0,6,1,287000,5511.79,16402.4,11754.643333333333,1714.9866666666667,42.666666666666664,6.333333333333333,21844.476666666666,116671.33333333333,156286.33333333334,24.666666666666668,2.0
10398,109525.0,0,1,40,1.0,20.0,9,1,27000,3802.06,357738.6,7833.666666666667,7532.383333333334,14.333333333333334,24.333333333333332,441930.6266666667,4225.666666666667,43373.0,12.666666666666666,4.0
18970,17597.0,0,1,27,1.0,3.5,5,1,520000,1044.96,316620.30000000005,18821.273333333334,29170.0,22.0,8.0,97737.61,122108.08333333333,23611.333333333332,40.666666666666664,11.0
6702,129403.0,1,1,46,1.0,20.8,1,1,400000,272.87,748323.88,15860.533333333335,6865.0,43.666666666666664,24.333333333333332,41540.59666666667,296440.0,49476.0,102.66666666666667,62.0
3380,8081.0,0,1,56,1.0,14.4,9,1,44000,6990.29,16504216.4,8320.366666666667,3605.81,19.333333333333332,7.0,55532.34333333332,49818.59333333333,34261.333333333336,7.666666666666667,3.3333333333333335
8364,7634.0,0,1,66,1.0,27.6,2,1,410000,1437.82,808719.8300000001,9408.336666666666,3365.67,24.0,37.333333333333336,56065.006666666675,32248.430000000004,27716.333333333332,10.0,3.3333333333333335
12416,17361.0,0,1,35,1.0,7.5,9,0,255000,9351.78,144625.3,3191.266666666667,15095.73666666667,12.0,28.666666666666668,92376.90666666666,113137.66666666667,21482.0,69.33333333333333,2.0
2662,14666.0,0,1,42,1.0,22.0,7,0,139999,407.55,237750.93,12039.853333333333,10095.153333333334,15.666666666666666,39.666666666666664,38812.26,94978.29333333333,51877.333333333336,37.0,20.0
4353,533.0,0,0,29,0.0,4.5,8,0,379000,18552.73,5933878.06,3993.75,8109.579999999999,60.0,29.666666666666668,17175.04,47900.97666666666,26077.52,42.666666666666664,8.333333333333334
